Name,Position,Weight,Height,Age,Team
Trey Smith,OG,321,78,25,kansas-city-chiefs
JuJu Smith-Schuster,WR,215,73,28,kansas-city-chiefs
Carson Steele,RB,228,72,22,kansas-city-chiefs
Kingsley Suamataia,OT,326,76,21,kansas-city-chiefs
Jawaan Taylor,OT,330,77,27,kansas-city-chiefs
Keith Taylor,DB,195,75,25,kansas-city-chiefs
Joe Thuney,OG,304,77,32,kansas-city-chiefs
Drue Tranquill,LB,234,74,29,kansas-city-chiefs
Marlon Tuipulotu,DT,307,74,25,kansas-city-chiefs
Josh Uche,LB,240,73,26,kansas-city-chiefs
Justin Watson,WR,215,74,29,kansas-city-chiefs
Carson Wentz,QB,237,77,31,kansas-city-chiefs
Tershawn Wharton,DT,280,73,26,kansas-city-chiefs
Joshua Williams,DB,193,75,25,kansas-city-chiefs
James Winchester,LS,209,75,35,kansas-city-chiefs
Marquise Brown,WR,170,69,27,kansas-city-chiefs
Harrison Butker,K,205,76,29,kansas-city-chiefs
Joe Fortson,TE,226,76,28,kansas-city-chiefs
Peyton Hendershot,TE,254,76,25,kansas-city-chiefs
McKade Mettauer,OG,307,75,24,kansas-city-chiefs
Skyy Moore,WR,195,70,24,kansas-city-chiefs
Rashee Rice,WR,204,73,24,kansas-city-chiefs
Jaylen Watson,DB,197,74,26,kansas-city-chiefs
Jared Wiley,TE,249,78,24,kansas-city-chiefs
Swayze Bozeman,LB,224,73,26,kansas-city-chiefs
Deon Bush,DB,200,72,31,kansas-city-chiefs
Cole Christiansen,LB,230,73,27,kansas-city-chiefs
Baylor Cupp,TE,243,78,24,kansas-city-chiefs
Anthony Firkser,TE,241,74,29,kansas-city-chiefs
Chukwuebuka Godrick,OT,295,77,24,kansas-city-chiefs
Keaontay Ingram,RB,215,72,25,kansas-city-chiefs
Nic Jones,DB,189,72,23,kansas-city-chiefs
Fabien Lovett,DT,307,75,24,kansas-city-chiefs
Chris Oladokun,QB,195,74,27,kansas-city-chiefs
Nikko Remigio,WR,187,69,25,kansas-city-chiefs
Justyn Ross,WR,210,76,24,kansas-city-chiefs
Darius Rush,DB,198,74,24,kansas-city-chiefs
Eric Scott,DB,197,72,25,kansas-city-chiefs
Montrell Washington,WR,170,70,25,kansas-city-chiefs
Matthew Wright,K,174,71,28,kansas-city-chiefs
Cameron Thomas,DE,265,76,24,kansas-city-chiefs
Ameer Abdullah,RB,203,69,31,las-vegas-raiders
Jacob Bobenmoyer,LS,235,74,27,las-vegas-raiders
Brock Bowers,TE,230,76,21,las-vegas-raiders
Harrison Bryant,TE,230,77,26,las-vegas-raiders
Amari Burney,LB,228,74,24,las-vegas-raiders
Adam Butler,DT,300,77,30,las-vegas-raiders
Matthew Butler,DT,290,75,25,las-vegas-raiders
Daniel Carlson,K,215,77,29,las-vegas-raiders
Zachary Carter,DT,290,76,25,las-vegas-raiders
K'Lavon Chaisson,DE,254,75,25,las-vegas-raiders
Maxx Crosby,DE,255,77,27,las-vegas-raiders
Divine Deablo,LB,223,75,26,las-vegas-raiders
Tommy Eichenberg,LB,239,74,23,las-vegas-raiders
Amari Gainer,LB,236,75,24,las-vegas-raiders
Delmar Glaze,OT,323,76,22,las-vegas-raiders
Thomas Harper,DB,195,70,24,las-vegas-raiders
Nate Hobbs,DB,195,72,25,las-vegas-raiders
Darnay Holmes,DB,195,70,26,las-vegas-raiders
Andre James,C,300,76,27,las-vegas-raiders
John Jenkins,DT,327,75,35,las-vegas-raiders
Jack Jones,DB,175,71,26,las-vegas-raiders
Ramel Keyton,WR,197,75,24,las-vegas-raiders
Dylan Laube,RB,208,70,24,las-vegas-raiders
Jonah Laulu,DT,292,77,24,las-vegas-raiders
Terrace Marshall,WR,200,74,24,las-vegas-raiders
Alexander Mattison,RB,220,71,26,las-vegas-raiders
Kana'i Mauga,LB,245,74,24,las-vegas-raiders
Michael Mayer,TE,265,76,23,las-vegas-raiders
Jordan Meredith,OG,300,74,26,las-vegas-raiders
Jakobi Meyers,WR,200,74,28,las-vegas-raiders
Kolton Miller,OT,325,80,29,las-vegas-raiders
Tre'von Moehrig,DB,202,74,25,las-vegas-raiders
Thayer Munford,OT,315,78,25,las-vegas-raiders
Aidan O'Connell,QB,210,75,26,las-vegas-raiders
Dylan Parham,OG,285,75,25,las-vegas-raiders
Andrus Peat,OT,316,79,31,las-vegas-raiders
Isaiah Pola-Mao,DB,205,76,25,las-vegas-raiders
Jackson Powers-Johnson,OG,334,75,21,las-vegas-raiders
Decamerion Richardson,DB,195,74,23,las-vegas-raiders
Desmond Ridder,QB,207,75,25,las-vegas-raiders
Janarius Robinson,DE,260,77,26,las-vegas-raiders
Justin Shorter,TE,228,77,24,las-vegas-raiders
Christopher Smith,DB,195,71,24,las-vegas-raiders
Charles Snowden,DE,245,79,26,las-vegas-raiders
Robert Spillane,LB,229,73,28,las-vegas-raiders
Trey Taylor,DB,213,72,23,las-vegas-raiders
Tre Tucker,WR,205,69,27,las-vegas-raiders
Sam Webb,DB,195,74,26,las-vegas-raiders
Zamir White,RB,215,72,25,las-vegas-raiders
Cody Whitehair,OG,316,75,32,las-vegas-raiders
Tyree Wilson,DE,275,78,24,las-vegas-raiders
Jakorian Bennett,DB,195,71,24,las-vegas-raiders
Marcus Epps,DB,191,72,28,las-vegas-raiders
Jeff Foreman,WR,186,72,24,las-vegas-raiders
Tomari Fox,DT,288,74,23,las-vegas-raiders
Jacob Johanning,OG,290,74,24,las-vegas-raiders
Malcolm Koonce,DE,250,75,26,las-vegas-raiders
Luke Masterson,LB,220,73,26,las-vegas-raiders
Gardner Minshew,QB,225,73,28,las-vegas-raiders
Gottlieb Ayedze,OT,309,76,24,las-vegas-raiders
Alex Bachman,WR,190,72,28,las-vegas-raiders
Carter Bradley,QB,216,75,24,las-vegas-raiders
Chris Collier,RB,210,71,24,las-vegas-raiders
Cole Fotheringham,TE,243,76,27,las-vegas-raiders
Keenan Isaac,DB,190,75,24,las-vegas-raiders
Tyreik McAllister,RB,180,71,26,las-vegas-raiders
Marquan McCall,DT,345,75,25,las-vegas-raiders
Sincere McCormick,RB,205,69,24,las-vegas-raiders
Will Putnam,C,310,76,24,las-vegas-raiders
Dalton Wagner,OT,320,80,26,las-vegas-raiders
Kristian Wilkerson,WR,214,73,27,las-vegas-raiders
Davante Adams,WR,215,73,31,las-vegas-raiders
Joe Alt,OT,322,80,21,los-angeles-chargers
Dicaprio Bootle,DB,180,70,27,los-angeles-chargers
Joey Bosa,LB,280,77,29,los-angeles-chargers
Bradley Bozeman,WR,200,75,28,los-angeles-chargers
Derius Davis,WR,165,68,24,los-angeles-chargers
Cameron Dicker,K,216,73,24,los-angeles-chargers
Will Dissly,TE,265,76,28,los-angeles-chargers
Alvin Dupree,LB,269,76,31,los-angeles-chargers
Troy Dye,LB,231,75,28,los-angeles-chargers
Justin Eboigbe,DT,292,77,23,los-angeles-chargers
Gus Edwards,RB,238,73,29,los-angeles-chargers
Tucker Fisk,TE,285,76,25,los-angeles-chargers
Poona Ford,DE,310,71,29,los-angeles-chargers
Morgan Fox,DE,275,75,30,los-angeles-chargers
Kristian Fulton,DB,197,71,26,los-angeles-chargers
Josh Harris,LS,224,73,35,los-angeles-chargers
Cam Hart,DB,207,74,23,los-angeles-chargers
Hassan Haskins,RB,228,74,25,los-angeles-chargers
Taylor Heinicke,QB,210,73,31,los-angeles-chargers
Daiyan Henley,LB,225,73,25,los-angeles-chargers
Justin Herbert,QB,236,78,26,los-angeles-chargers
Brenden Jaimes,OG,300,77,25,los-angeles-chargers
Derwin James,DB,215,74,28,los-angeles-chargers
Jeremiah Jean-Baptiste,LB,230,74,23,los-angeles-chargers
Tony Jefferson,DB,212,71,32,los-angeles-chargers
Zion Johnson,OG,316,75,25,los-angeles-chargers
Quentin Johnston,WR,215,76,23,los-angeles-chargers
Deane Leonard,DB,195,72,25,los-angeles-chargers
Khalil Mack,LB,269,75,33,los-angeles-chargers
Scott Matlock,RB,296,76,24,los-angeles-chargers
Ladd McConkey,WR,185,72,23,los-angeles-chargers
Jordan McFadden,OG,303,74,25,los-angeles-chargers
Elijah Molden,DB,191,70,25,los-angeles-chargers
Sam Mustipher,C,306,75,28,los-angeles-chargers
Nick Niemann,LB,244,75,27,los-angeles-chargers
Otito Ogbonnia,DT,320,76,24,los-angeles-chargers
Josh Palmer,WR,210,73,25,los-angeles-chargers
Denzel Perryman,LB,240,71,30,los-angeles-chargers
Trey Pipkins,OT,307,78,28,los-angeles-chargers
Shaquille Quarterman,LB,234,72,27,los-angeles-chargers
Jalen Reagor,WR,197,71,25,los-angeles-chargers
Jamaree Salyer,OG,325,76,24,los-angeles-chargers
Foster Sarell,OT,322,78,26,los-angeles-chargers
JK Scott,P,208,77,29,los-angeles-chargers
Rashawn Slater,OT,315,76,25,los-angeles-chargers
Stone Smartt,TE,226,76,26,los-angeles-chargers
Easton Stick,QB,224,73,29,los-angeles-chargers
Tarheeb Still,DB,196,73,22,los-angeles-chargers
Teair Tart,DT,304,74,27,los-angeles-chargers
Ja'Sir Taylor,DB,185,70,25,los-angeles-chargers
Tuli Tuipulotu,LB,266,75,22,los-angeles-chargers
Kimani Vidal,RB,215,68,23,los-angeles-chargers
Eli Apple,DB,199,73,29,los-angeles-chargers
Chris Collins,LB,255,77,24,los-angeles-chargers
Junior Colson,RB,212,70,25,los-angeles-chargers
Simi Fehoko,WR,218,76,27,los-angeles-chargers
Alohi Gilman,DB,201,70,27,los-angeles-chargers
Hayden Hurst,TE,245,76,31,los-angeles-chargers
Tyler McLellan,OT,355,80,25,los-angeles-chargers
Brenden Rice,WR,210,75,22,los-angeles-chargers
Chris Rumph,LB,244,74,26,los-angeles-chargers
Asante Samuel,DB,180,70,25,los-angeles-chargers
Bucky Williams,C,300,75,24,los-angeles-chargers
Karsen Barnhart,OG,316,77,23,los-angeles-chargers
McCallan Castles,TE,250,76,24,los-angeles-chargers
Dez Fitzpatrick,WR,208,74,26,los-angeles-chargers
Chris Hinton,DB,216,74,24,los-angeles-chargers
Jaylen Johnson,WR,194,74,24,los-angeles-chargers
Alex Leatherwood,OG,312,77,25,los-angeles-chargers
Tre'mon Morris-Brash,LB,245,74,24,los-angeles-chargers
Caleb Murphy,LB,254,75,24,los-angeles-chargers
Basil Okoye,DT,315,78,23,los-angeles-chargers
Jaret Patterson,RB,195,68,24,los-angeles-chargers
Eric Tomlinson,TE,263,78,32,los-angeles-chargers
Shaun Wade,DB,191,73,26,los-angeles-chargers
Kendall Williamson,DB,188,72,23,los-angeles-chargers
Bryan Anger,P,202,75,36,dallas-cowboys
Brandon Aubrey,K,208,75,29,dallas-cowboys
Cooper Beebe,OG,335,76,23,dallas-cowboys
DaRon Bland,DB,197,72,25,dallas-cowboys
Jalen Brooks,WR,205,74,24,dallas-cowboys
Josh Butler,DB,182,72,28,dallas-cowboys
Damone Clark,LB,240,75,24,dallas-cowboys
Brandin Cooks,WR,189,70,31,dallas-cowboys
Trevon Diggs,DB,195,74,26,dallas-cowboys
Rico Dowdle,RB,215,72,26,dallas-cowboys
Chuma Edoga,OG,308,75,27,dallas-cowboys
Ezekiel Elliott,RB,228,72,29,dallas-cowboys
Princeton Fant,TE,235,74,25,dallas-cowboys
Jake Ferguson,TE,244,77,25,dallas-cowboys
Ryan Flournoy,WR,200,73,25,dallas-cowboys
Chauncey Golston,DB,190,75,34,dallas-cowboys
Tyler Guyton,OT,322,79,23,dallas-cowboys
Brock Hoffman,C,302,76,25,dallas-cowboys
Malik Hooker,DB,212,74,28,dallas-cowboys
Buddy Johnson,LB,240,74,25,dallas-cowboys
Linval Joseph,DT,328,76,36,dallas-cowboys
Eric Kendricks,LB,232,72,32,dallas-cowboys
Marshawn Kneeland,DE,268,75,23,dallas-cowboys
CeeDee Lamb,WR,200,74,25,dallas-cowboys
Trey Lance,QB,226,76,24,dallas-cowboys
Carl Lawson,DE,260,74,29,dallas-cowboys
Jourdan Lewis,DB,195,70,29,dallas-cowboys
Marist Liufau,LB,239,74,23,dallas-cowboys
Hunter Luepke,RB,238,73,24,dallas-cowboys
Zack Martin,OG,315,76,34,dallas-cowboys
Jonathan Mingo,WR,220,74,23,dallas-cowboys
Israel Mukuamu,DB,205,76,25,dallas-cowboys
Osa Odighizuwa,DT,280,74,26,dallas-cowboys
DeMarvion Overshown,LB,220,74,24,dallas-cowboys
Micah Parsons,LB,245,75,25,dallas-cowboys
Cooper Rush,QB,225,75,31,dallas-cowboys
Luke Schoonmaker,TE,250,77,26,dallas-cowboys
Trent Sieg,LS,240,75,29,dallas-cowboys
Mazi Smith,DT,337,75,23,dallas-cowboys
Tyler Smith,OT,332,78,23,dallas-cowboys
Brevyn Spann-Ford,TE,270,79,24,dallas-cowboys
Terence Steele,OT,310,78,27,dallas-cowboys
Juanyeh Thomas,DB,217,75,24,dallas-cowboys
Jalen Tolbert,WR,195,73,25,dallas-cowboys
KaVontae Turpin,WR,153,69,28,dallas-cowboys
Deuce Vaughn,RB,176,66,23,dallas-cowboys
Nick Vigil,LB,239,74,31,dallas-cowboys
Matt Waletzko,OT,305,80,24,dallas-cowboys
Carlos Watkins,DE,305,75,30,dallas-cowboys
Tyrus Wheat,DE,260,74,24,dallas-cowboys
Markquese Bell,DB,205,75,25,dallas-cowboys
Earl Bostick,OT,310,78,25,dallas-cowboys
Caelen Carson,DB,195,72,22,dallas-cowboys
Demarcus Lawrence,DE,265,75,32,dallas-cowboys
Amani Oruwariye,DB,205,74,28,dallas-cowboys
Dak Prescott,QB,238,74,31,dallas-cowboys
Asim Richards,OT,307,76,24,dallas-cowboys
John Stephens,TE,221,77,25,dallas-cowboys
Nathan Thomas,OT,331,76,23,dallas-cowboys
Josh Ball,OT,304,80,26,dallas-cowboys
Andrew Booth,DB,194,72,24,dallas-cowboys
Dalvin Cook,RB,210,70,29,dallas-cowboys
Jalen Cropper,WR,172,72,23,dallas-cowboys
Malik Davis,RB,202,71,26,dallas-cowboys
Denzel Daxon,DT,320,74,25,dallas-cowboys
Will Grier,QB,220,73,29,dallas-cowboys
Kemon Hall,DB,190,71,27,dallas-cowboys
Kelvin Harmon,WR,215,74,27,dallas-cowboys
Darius Harris,LB,238,74,28,dallas-cowboys
Brock Mogensen,LB,235,74,24,dallas-cowboys
Dakoda Shepley,C,290,77,29,dallas-cowboys
Luiji Vilain,LB,252,76,26,dallas-cowboys
Seth Williams,DE,255,76,25,dallas-cowboys
Matthew Adams,LB,230,72,28,new-york-giants
Deonte Banks,DB,200,74,23,new-york-giants
Daniel Bellinger,TE,255,78,24,new-york-giants
Dane Belton,DB,190,73,23,new-york-giants
Tim Boyle,QB,232,76,30,new-york-giants
Brian Burns,LB,250,77,26,new-york-giants
Elijah Chatman,DT,278,72,23,new-york-giants
Tommy DeVito,QB,210,74,26,new-york-giants
Greg Dulcich,TE,245,76,24,new-york-giants
Jermaine Eluemunor,OT,338,76,29,new-york-giants
Joshua Ezeudu,OT,310,76,25,new-york-giants
Cordale Flott,DB,175,74,25,new-york-giants
Bryce Ford-Wheaton,WR,220,75,24,new-york-giants
Tomon Fox,LB,245,74,26,new-york-giants
Graham Gano,K,202,74,37,new-york-giants
Jamie Gillan,P,207,73,27,new-york-giants
Eric Gray,RB,211,70,25,new-york-giants
Art Green,DB,200,74,24,new-york-giants
Tre Hawkins,DB,195,75,24,new-york-giants
Chris Hubbard,OT,285,76,33,new-york-giants
Jalin Hyatt,WR,185,72,23,new-york-giants
Adoree' Jackson,DB,185,71,29,new-york-giants
Anthony Johnson,DB,205,72,25,new-york-giants
Patrick Johnson,LB,248,74,26,new-york-giants
Theo Johnson,TE,264,78,23,new-york-giants
Casey Kreiter,LS,250,73,34,new-york-giants
Jake Kubas,OG,308,76,24,new-york-giants
Dexter Lawrence,DE,340,76,27,new-york-giants
Drew Lock,QB,228,76,28,new-york-giants
Chris Manhertz,TE,235,78,32,new-york-giants
Micah McFadden,LB,232,74,24,new-york-giants
Darius Muasau,LB,234,72,23,new-york-giants
Malik Nabers,WR,200,72,21,new-york-giants
Evan Neal,OT,340,79,24,new-york-giants
Tyler Nubin,DB,210,74,23,new-york-giants
Rakeem Nunez-Roches,DT,305,74,31,new-york-giants
Bobby Okereke,LB,235,74,28,new-york-giants
Jason Pinnock,DB,200,72,25,new-york-giants
Jordon Riley,DT,315,77,26,new-york-giants
Wan'Dale Robinson,WR,185,68,23,new-york-giants
Jon Runyan,OG,307,76,27,new-york-giants
Isaiah Simmons,LB,238,76,26,new-york-giants
Devin Singletary,RB,203,67,27,new-york-giants
Darius Slayton,WR,198,73,27,new-york-giants
Ihmir Smith-Marsette,WR,185,73,25,new-york-giants
Aaron Stinnie,OG,312,75,30,new-york-giants
Ty Summers,LB,241,73,28,new-york-giants
Kayvon Thibodeaux,LB,258,77,23,new-york-giants
Tyrone Tracy,RB,210,71,25,new-york-giants
Timmy Horne,DT,323,76,27,new-york-giants
Dyontae Johnson,LB,230,74,24,new-york-giants
Azeez Ojulari,DE,240,75,24,new-york-giants
Gunner Olszewski,WR,190,72,28,new-york-giants
Elijah Riley,DB,205,72,26,new-york-giants
Austin Schlottmann,C,300,78,29,new-york-giants
Jonathan Sutherland,DB,214,71,25,new-york-giants
Andrew Thomas,OT,315,77,25,new-york-giants
Carlos Basham,LB,274,75,26,new-york-giants
Elijah Garcia,DT,302,77,26,new-york-giants
Isaiah Hodgins,WR,200,75,26,new-york-giants
Bryan Hudson,C,305,77,23,new-york-giants
Kearis Jackson,WR,196,71,24,new-york-giants
Marcellus Johnson,OT,307,76,24,new-york-giants
Raheem Layne,DB,192,71,25,new-york-giants
Jude McAtamney,K,205,74,24,new-york-giants
Joshua Miles,OT,325,77,28,new-york-giants
Dante Miller,RB,200,69,25,new-york-giants
Jimmy Morrissey,C,305,76,26,new-york-giants
Jordan Murray,TE,240,77,24,new-york-giants
Tyre Phillips,OT,330,77,27,new-york-giants
Casey Rogers,DT,305,77,25,new-york-giants
Greg Stroman,DB,180,71,28,new-york-giants
Benton Whitley,LB,260,76,25,new-york-giants
Curtis Bolton,LB,228,72,28,new-york-giants
Matt Haack,P,205,72,30,new-york-giants
Jakob Johnson,RB,255,75,29,new-york-giants
Daniel Jones,QB,230,77,27,new-york-giants
Greg Joseph,K,208,72,30,new-york-giants
Nick McCloud,DB,193,73,26,new-york-giants
Duke Shelley,DB,183,68,28,new-york-giants
Saquon Barkley,RB,233,72,27,philadelphia-eagles
Zack Baun,LB,225,75,27,philadelphia-eagles
Mekhi Becton,OT,363,79,25,philadelphia-eagles
Reed Blankenship,DB,203,73,25,philadelphia-eagles
Thomas Booker,WR,226,73,27,philadelphia-eagles
Sydney Brown,DB,211,70,24,philadelphia-eagles
Oren Burks,LB,233,75,29,philadelphia-eagles
Grant Calcaterra,TE,240,76,25,philadelphia-eagles
Parris Campbell,WR,208,72,27,philadelphia-eagles
Jalen Carter,DT,314,75,23,philadelphia-eagles
Britain Covey,WR,173,68,27,philadelphia-eagles
Jordan Davis,DT,336,78,24,philadelphia-eagles
Nakobe Dean,LB,231,71,23,philadelphia-eagles
Cooper DeJean,DB,198,72,21,philadelphia-eagles
Landon Dickerson,OG,332,78,26,philadelphia-eagles
Jahan Dotson,WR,184,71,24,philadelphia-eagles
Jack Driscoll,OT,312,77,27,philadelphia-eagles
Jake Elliott,K,167,69,29,philadelphia-eagles
Kenny Gainwell,RB,200,69,25,philadelphia-eagles
Chauncey Gardner-Johnson,DB,210,71,26,philadelphia-eagles
Nick Gates,C,312,77,29,philadelphia-eagles
Dallas Goedert,TE,256,77,30,philadelphia-eagles
Charles Harris,DE,250,75,29,philadelphia-eagles
Jalyx Hunt,LB,252,75,23,philadelphia-eagles
Jalen Hurts,QB,223,73,26,philadelphia-eagles
Fred Johnson,OT,326,79,27,philadelphia-eagles
Lane Johnson,OT,325,78,34,philadelphia-eagles
Cameron Jurgens,C,303,75,25,philadelphia-eagles
Trevor Keegan,OG,308,77,24,philadelphia-eagles
Darian Kinnard,OT,322,77,24,philadelphia-eagles
Rick Lovato,LS,249,74,32,philadelphia-eagles
Avonte Maddox,DB,184,69,28,philadelphia-eagles
Jordan Mailata,OT,365,80,27,philadelphia-eagles
Braden Mann,P,198,71,27,philadelphia-eagles
Ochaun Mathis,LB,260,77,25,philadelphia-eagles
Tristin McCollum,DB,195,75,25,philadelphia-eagles
Tanner McKee,QB,231,78,24,philadelphia-eagles
Quinyon Mitchell,DB,193,72,23,philadelphia-eagles
Moro Ojomo,DT,292,75,23,philadelphia-eagles
Kenny Pickett,QB,220,75,26,philadelphia-eagles
Eli Ricks,DB,188,74,23,philadelphia-eagles
Kelee Ringo,DB,207,74,22,philadelphia-eagles
Isaiah Rodgers,DB,170,70,26,philadelphia-eagles
Will Shipley,RB,209,71,22,philadelphia-eagles
Darius Slay,DB,190,72,33,philadelphia-eagles
Ainias Smith,WR,176,69,23,philadelphia-eagles
DeVonta Smith,WR,170,72,26,philadelphia-eagles
Nolan Smith,LB,238,74,23,philadelphia-eagles
Tyler Steen,OT,321,78,24,philadelphia-eagles
Josh Sweat,LB,265,77,28,philadelphia-eagles
Jeremiah Trotter,TE,271,77,31,philadelphia-eagles
Milton Williams,DT,290,75,25,philadelphia-eagles
Johnny Wilson,WR,237,78,23,philadelphia-eagles
James Bradberry,DB,210,73,31,philadelphia-eagles
Le'Raven Clark,OT,319,77,31,philadelphia-eagles
Brandon Graham,DE,265,74,36,philadelphia-eagles
Bryce Huff,LB,255,75,26,philadelphia-eagles
Ben VanSumeren,LB,231,74,24,philadelphia-eagles
Tariq Castro-Fields,DB,197,73,25,philadelphia-eagles
Tyrion Davis-Price,RB,219,73,24,philadelphia-eagles
Dallas Gant,LB,224,74,24,philadelphia-eagles
Danny Gray,WR,200,72,25,philadelphia-eagles
Gabe Hall,DE,255,76,25,philadelphia-eagles
Tarron Jackson,DE,254,74,26,philadelphia-eagles
Parry Nickerson,DB,182,70,30,philadelphia-eagles
Kyle Philips,WR,189,71,25,philadelphia-eagles
Andre' Sam,DB,190,72,25,philadelphia-eagles
Brett Toth,OT,304,78,28,philadelphia-eagles
Patrick Johnson,LB,248,74,26,philadelphia-eagles
Nick Allegretti,OG,320,76,28,washington-commanders
Dorance Armstrong,DE,255,76,27,washington-commanders
John Bates,TE,259,78,27,washington-commanders
Nick Bellore,LB,250,73,35,washington-commanders
Tyler Biadasz,C,318,76,27,washington-commanders
Dyami Brown,WR,195,72,25,washington-commanders
Noah Brown,WR,225,74,27,washington-commanders
Percy Butler,DB,191,72,24,washington-commanders
Jeremy Chinn,DB,220,75,26,washington-commanders
Brandon Coleman,OT,320,78,24,washington-commanders
Samuel Cosmi,OG,309,78,25,washington-commanders
Jayden Daniels,QB,210,76,23,washington-commanders
Carl Davis,DE,320,77,32,washington-commanders
Michael Davis,DB,196,74,29,washington-commanders
Sheldon Day,DT,285,73,30,washington-commanders
Michael Deiter,OG,310,78,28,washington-commanders
Jeff Driskel,QB,231,76,31,washington-commanders
Zach Ertz,TE,250,77,34,washington-commanders
Clelin Ferrell,DE,265,76,27,washington-commanders
Darrick Forrest,DB,200,71,25,washington-commanders
Zane Gonzalez,K,202,72,29,washington-commanders
Dominique Hampton,DB,220,75,24,washington-commanders
Jalyn Holmes,DT,283,77,28,washington-commanders
Noah Igbinoghene,DB,197,71,25,washington-commanders
Javontae Jean-Baptiste,DE,260,77,24,washington-commanders
Marshon Lattimore,DB,192,72,28,washington-commanders
Cornelius Lucas,OT,327,80,33,washington-commanders
Frankie Luvu,LB,236,75,28,washington-commanders
Jordan Magee,LB,226,75,23,washington-commanders
Marcus Mariota,QB,222,76,31,washington-commanders
Jartavius Martin,DB,195,72,24,washington-commanders
Phidarian Mathis,DT,312,76,26,washington-commanders
Luke McCaffrey,WR,198,74,23,washington-commanders
Terry McLaurin,WR,210,72,29,washington-commanders
Jeremy McNichols,RB,214,69,28,washington-commanders
Jer'Zhan Newton,DT,295,74,22,washington-commanders
Tyler Ott,LS,252,75,32,washington-commanders
Tyler Owens,DB,213,74,23,washington-commanders
Chris Paul,OG,324,76,26,washington-commanders
Daron Payne,DT,320,75,27,washington-commanders
Jeremy Reaves,DB,200,71,28,washington-commanders
Brian Robinson,RB,228,73,25,washington-commanders
Christopher Rodriguez,RB,224,71,25,washington-commanders
Mike Sainristil,DB,182,70,24,washington-commanders
Trenton Scott,OT,320,77,30,washington-commanders
Ben Sinnott,TE,247,76,22,washington-commanders
Benjamin St-Juste,DB,200,75,27,washington-commanders
Bobby Wagner,LB,241,72,34,washington-commanders
Mykal Walker,LB,230,75,27,washington-commanders
Tress Way,P,220,73,34,washington-commanders
Andrew Wylie,OT,309,78,30,washington-commanders
Jonathan Allen,DT,300,75,29,washington-commanders
Jamison Crowder,WR,177,69,31,washington-commanders
Austin Ekeler,RB,200,69,29,washington-commanders
Norell Pollard,DT,260,73,24,washington-commanders
Austin Seibert,K,211,69,28,washington-commanders
Kazmeir Allen,DE,267,76,24,washington-commanders
Julian Good-Jones,OG,313,77,27,washington-commanders
Bobby Hart,OT,334,76,30,washington-commanders
Sam Hartman,QB,209,73,25,washington-commanders
Andre Jones,DE,258,77,26,washington-commanders
Ben Nikkel,DB,210,73,25,washington-commanders
Efe Obada,DE,265,78,32,washington-commanders
Bobby Price,DB,205,76,26,washington-commanders
Mitchell Tinsley,WR,205,73,25,washington-commanders
Brycen Tremayne,WR,212,76,25,washington-commanders
Cole Turner,TE,240,78,24,washington-commanders
Kevon Seymour,DB,185,72,31,washington-commanders
Jamin Davis,LB,234,76,25,washington-commanders
Emmanuel Forbes,DB,180,72,23,washington-commanders
Carlos Watkins,DE,305,75,30,washington-commanders
Cade York,K,206,73,23,washington-commanders
Keenan Allen,WR,211,74,32,chicago-bears
Kiran Amegadjie,OT,326,77,22,chicago-bears
Tyson Bagent,QB,213,75,24,chicago-bears
Ryan Bates,OG,302,76,27,chicago-bears
Josh Blackwell,DB,180,71,25,chicago-bears
Austin Booker,DE,245,78,21,chicago-bears
Larry Borom,OT,333,77,25,chicago-bears
Kevin Byard,DB,212,71,31,chicago-bears
DeAndre Carter,WR,190,68,31,chicago-bears
Byron Cowart,DT,300,75,28,chicago-bears
Jake Curhan,OT,316,78,26,chicago-bears
Scott Daly,LS,245,73,30,chicago-bears
Gervon Dexter,DT,312,78,23,chicago-bears
Tremaine Edmunds,LB,250,77,26,chicago-bears
Gerald Everett,TE,245,75,30,chicago-bears
Kyler Gordon,DB,200,72,24,chicago-bears
Daniel Hardy,LB,240,75,25,chicago-bears
Elijah Hicks,DB,200,71,27,chicago-bears
Travis Homer,RB,202,70,26,chicago-bears
Teven Jenkins,OG,321,78,26,chicago-bears
Collin Johnson,WR,222,78,27,chicago-bears
Jaylon Johnson,DB,196,72,25,chicago-bears
Roschon Johnson,RB,225,72,23,chicago-bears
Braxton Jones,OT,310,77,25,chicago-bears
Cole Kmet,TE,260,78,25,chicago-bears
Doug Kramer,C,300,74,26,chicago-bears
Marcedes Lewis,TE,267,78,40,chicago-bears
Jacob Martin,WR,210,71,27,chicago-bears
Tarvarius Moore,DB,200,74,28,chicago-bears
Rome Odunze,WR,215,75,22,chicago-bears
Amen Ogbongbemiga,LB,231,72,26,chicago-bears
Jonathan Owens,DB,210,71,29,chicago-bears
Zacch Pickens,DT,300,76,24,chicago-bears
Matt Pryor,OT,332,79,29,chicago-bears
Dominique Robinson,LB,253,77,26,chicago-bears
Jack Sanborn,LB,234,74,24,chicago-bears
Cairo Santos,K,175,68,33,chicago-bears
Tyler Scott,WR,185,71,23,chicago-bears
Noah Sewell,LB,253,74,23,chicago-bears
Coleman Shelton,C,285,77,29,chicago-bears
Terell Smith,DB,207,72,25,chicago-bears
Ameer Speed,DB,215,75,25,chicago-bears
Tyrique Stevenson,DB,204,72,24,chicago-bears
